Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Australia,21471.8,22603.7,10324.3,3430,3.01,6.59,11147.5,6.26
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Sweden,41560.14,43751.01,19983.39,6639,3.01,6.59,21576.75,6.26
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Germany,57674.73,74526.31,29212.61,11309,2.73,6.59,28462.12,5.51333333
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Telephone,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Canada,262192.46,315199.7,130432.54,47830,2.85727273,6.59,131759.92,5.84
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Mexico,212041.7,268878.59,107039.17,40801,2.77,6.59,105002.53,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Brazil,130396.7,163669.24,65576.84,24836,2.77,6.59,64819.86,5.61
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Japan,216995.34,295838.28,111841.8,44892,2.63666667,6.59,105153.54,5.23333333
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Korea,220639.7,279850.94,111387.22,42466,2.77,6.59,109252.48,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,China,315804.67,397568.11,159097.61,60329,2.77,6.59,156707.06,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Singapore,182692.85,233846.15,92466.85,35485,2.73,6.59,90226.0,5.49
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Australia,155194.15,200223.97,78724.31,30383,2.73,6.59,76469.84,5.49
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Netherlands,227124.34,288457.48,114703.4,43772,2.77,6.59,112420.94,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Sweden,54691.44,76411.05,28394.31,11595,2.59,6.59,26297.13,5.105
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Finland,234646.83,296194.14,118300.14,44946,2.77,6.59,116346.69,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Denmark,63971.74,81603.97,32347.07,12383,2.73,6.59,31624.67,5.49
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,France,253745.65,330488.5,129001.46,50150,2.73,6.59,124744.19,5.49583333
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Germany,192459.54,243843.18,97131.3,37002,2.758,6.59,95328.24,5.567
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Belgium,110727.63,141731.13,56042.91,21507,2.73,6.59,54684.72,5.49
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Switzerland,145626.28,184249.81,73466.75,27959,2.77,6.59,72159.53,5.6
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Austria,100108.38,121625.04,49943.04,18456,2.842,6.59,50165.34,5.798
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Italy,176179.94,226471.94,89277.58,34366,2.73,6.59,86902.36,5.49
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Web,Spain,143941.57,192118.27,73730.09,29153,2.674,6.59,70211.48,5.336
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Singapore,25603.4,26953.1,12310.9,4090,3.01,6.59,13292.5,6.26
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Special,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Mail,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Canada,50724.78,53398.77,24390.03,8103,3.01,6.59,26334.75,6.26
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,E-mail,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Belgium,15603.45,16244.35,7419.65,2465,3.01,6.59,8183.8,6.33
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Water Bag,Fax,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Japan,21710.92,22157.8,14830.83,931,15.93,23.8,6880.09,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Telephone,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Canada,290950.41,300475,201116.25,12625,15.93,23.8,89834.16,23.05142857
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Mexico,165788.74,170217.6,113931.36,7152,15.93,23.8,51857.38,23.18857143
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Brazil,108787.8,111027,74313.45,4665,15.93,23.8,34474.35,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Japan,210742.84,215080.6,143959.41,9037,15.93,23.8,66783.43,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Korea,158569.27,164196.2,109901.07,6899,15.93,23.8,48668.2,22.97
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,China,265463.59,276151.4,184835.79,11603,15.93,23.8,80627.8,22.88428571
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Singapore,176506.43,182450.8,122119.38,7666,15.93,23.8,54387.05,23.02
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Australia,150332.96,153914.6,103019.31,6467,15.93,23.8,47313.65,23.25428571
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Netherlands,184073.48,189733.6,126993.96,7972,15.93,23.8,57079.52,23.09
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Sweden,60485.85,61975.2,41481.72,2604,15.93,23.8,19004.13,23.24333333
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Finland,197904.39,203989.8,136536.03,8571,15.93,23.8,61368.36,23.09
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Denmark,53333.22,55382.6,37069.11,2327,15.93,23.8,16264.11,22.92666667
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,France,187640.62,192089.8,128571.03,8071,15.93,23.8,59069.59,23.25545455
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Germany,195142.17,199753.4,133700.49,8393,15.93,23.8,61441.68,23.24333333
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Belgium,108204.8,110432,73915.2,4640,15.93,23.8,34289.6,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Switzerland,122745.56,126140,84429,5300,15.93,23.8,38316.56,23.15142857
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Austria,123432.76,125973.4,84317.49,5293,15.93,23.8,39115.27,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Italy,125573.42,129210.2,86483.97,5429,15.93,23.8,39089.45,23.136
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Web,Spain,90689.83,93034.2,62270.37,3909,15.93,23.8,28419.46,23.205
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Special,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Mail,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Germany,34793.44,35509.6,23767.56,1492,15.93,23.8,11025.88,23.32
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Italy,50580.41,51931.6,34759.26,2182,15.93,23.8,15821.15,23.205
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,E-mail,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Canada,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Japan,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Australia,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Sweden,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Germany,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,Fax,Spain,24313.77,25061.4,16774.29,1053,15.93,23.8,7539.48,23.09
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Canada,36317.28,38231.28,24339.12,696,34.97,54.93,11978.16,52.18
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Mexico,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Brazil,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Japan,40439.52,41691.87,26542.23,759,34.97,54.93,13897.29,53.28
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Korea,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,China,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Singapore,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Australia,46779.84,48228.54,30703.66,878,34.97,54.93,16076.18,53.28
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Netherlands,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Sweden,41238.72,42515.82,27066.78,774,34.97,54.93,14171.94,53.28
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Finland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Denmark,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,France,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Germany,118464.04,129634.8,81919.2,2360,33.72,54.93,36544.84,39.685
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Belgium,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Switzerland,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Austria,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Italy,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Telephone,Spain,,,,,,,,
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Canada,533306.44,568250.85,360479.65,10345,34.25571429,54.93,172826.79,45.315
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Mexico,357196.38,387586.08,245098.32,7056,33.47,54.93,112098.06,37.186
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Brazil,226013.76,246361.05,155625.45,4485,33.85888889,54.93,70388.31,41.44
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Japan,461564.64,500577.09,316431.61,9113,33.63666667,54.93,145133.03,39.072
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Korea,396498.81,434056.86,274382.94,7902,33.85888889,54.93,122115.87,41.07333333
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,China,563839.33,617962.5,390967.5,11250,33.47,54.93,172871.83,36.691
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Singapore,315521.15,344466.03,217766.87,6271,33.30333333,54.93,97754.28,35.27555556
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Australia,185767.41,206646.66,130232.14,3762,32.82714286,54.93,55535.27,30.36714286
2007,Camping Equipment,Cooking Gear,TrailChef Cook Set,Web,Netherlands,343061.38,377039.52,238244.08,6864,33.30333333,54.93,104817.3,35.15333333
